################################################################################
IN SEQ: 	 b'they see the calling of such councils , for example , by a roman emperor lacking the divine authority as prep ##ost ##ero ##us and assert that the emperors used the councils to exercise their influence to shape and institute christianity to their liking .'
GOLD SEQ: 	 b'they see the calling of such councils , for example , by a roman emperor lacking the divine authority as prep ##ost ##ero ##us and assert that the emperors used the councils to exercise their influence to shape and institute christianity to their liking .'
PRED SEQ:	 b'they see the calling of such councils , for example , by a roman emperor lacking the divine authority as prep ##ost ##ero ##us and assert that the emperors used the councils to exercise their influence to shape and institute christianity to their liking .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.4856091, 0.3304812, 0.2529167, -0.009221591, 0.31591803, 0.3314172, 0.046048343, 0.24184331, 0.2842021, 0.11963016, 0.19301707, 0.11120855, -0.07484007, -0.06264347, 0.18944588, 0.23009622, 0.11667818, 0.28945476, 0.14137757, 0.2507847, 0.3090698, 0.5726416, 0.36996204, 0.21242782, 0.46885112, 0.56498873, 0.3391899, 0.4928596, 0.40363786, 0.36486757, 0.4916972, 0.3904325, 0.5008165, 0.42468762, 0.45846277, 0.22265367, 0.43315595, 0.16451444, 0.057429537, 0.26029247, 0.3871033, 0.24096492, 0.2441822, 0.37192914, 0.26405495]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'car ##wood lip ##ton has appeared on two television shows , providing his commentary in the hbo miniseries band of brothers and the true story of easy company , we stand alone together : the men of easy company .'
GOLD SEQ: 	 b'car ##wood lip ##ton has appeared on two television shows , providing his commentary in the hbo miniseries band of brothers and the true story of easy company , we stand alone together : the men of easy company .'
PRED SEQ:	 b'car ##wood lip ##ton has appeared on two television shows , providing his commentary in the hbo miniseries band of brothers and the true story of easy company , we stand alone together : the men of easy company .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.057836372, 0.071846224, 0.21872796, 0.14530511, 0.4198715, 0.20756182, 0.17609107, 0.28585333, 0.16247486, 0.02206719, 0.17768571, 0.0947514, 0.22533856, -0.11107853, 0.07358338, 0.09079446, -0.078570805, 0.035574928, 0.4265488, 0.2548024, 0.103055686, 0.063138515, 0.17480576, 0.038148478, -0.038359314, 0.1721263, 0.26555675, 0.14549966, 0.2142838, 0.30517718, 0.527436, 0.4908105, 0.32723686, -0.055873364, 0.21441475, 0.1759173, 0.3690879, 0.24167545, 0.10869318, -0.056913234, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'mark o ##ate ##n ( born 8 march 1964 , watford ) is a liberal democrat politician in the united kingdom , and member of parliament for the winchester constituency .'
GOLD SEQ: 	 b'mark o ##ate ##n ( born 8 march 1964 , watford ) is a liberal democrat politician in the united kingdom , and member of parliament for the winchester constituency .'
PRED SEQ:	 b'mark o ##ate ##n ( born 8 march 1964 , watford ) is a liberal democrat politician in the united kingdom , and member of parliament for the winchester constituency .'
